file,auth_keyword
202203526.json,fluorescence intensity
202203526.json,Neutrophil gelatinase-associated lipocalin
202203526.json,siderophore
202203527.json,2d visibility network
202203527.json,Convolutional neural networks
202203527.json,Genetic algorithm
202203527.json,Robot laser hardening (rlh)
202203527.json,Roughness
202203528.json,Emotional solidarity
202203528.json,fsQCA
202203528.json,IGSCA-SEM
202203528.json,intention to support Muslim tourism
202203528.json,social exchange theory
202203528.json,sustainable tourism development
202203528.json,theory of reasoned action
202203529.json,Acanthamoeba
202203529.json,beach
202203529.json,genotype
202203529.json,salt-tolerance
202203529.json,Thailand
202203529.json,thermo-tolerance
202203530.json,consumers
202203530.json,game theory
202203530.json,peer-to-peer market
202203530.json,Pricing mechanism
202203530.json,small-scale sellers
202203531.json,Biomarkers
202203531.json,CAR T cell
202203531.json,chimeric antigen receptor T cell
202203531.json,hematologic malignancy
202203532.json,Big data
202203532.json,data transfer
202203532.json,multipath TCP
202203532.json,OpenFlow
202203532.json,OpenFlow network
202203532.json,overlay network
202203532.json,software-defined networking
202203533.json,Artificial intelligence
202203533.json,convolutional neural network
202203533.json,deep learning
202203533.json,glaucoma
202203533.json,optical coherence tomography angiography
202203533.json,retinal blood vessels
202203536.json,Confusion Detection
202203536.json,Deep Neural Network
202203536.json,Emotion
202203536.json,Facial Expression
202203537.json,Central metabolism
202203537.json,Cyanobacteria
202203537.json,Morphology
202203537.json,Natural products
202203537.json,Nutrient recycling
202203537.json,Polyphasic taxonomy
202203538.json,Alkaliphilic cyanobacteria
202203538.json,Extremophile
202203538.json,Halophilic cyanobacteria
202203538.json,Polyextremophile
202203538.json,Psychrophilic cyanobacteria
202203538.json,Thermophilic cyanobacteria
202203539.json,Distribution
202203539.json,Fauna
202203539.json,Hosts
202203539.json,Middle East
202203539.json,Orgilini
202203539.json,Species diversity
202203540.json,Braconid wasps
202203540.json,Insect pests
202203540.json,Parasitoids
202203540.json,Pest management
202203540.json,Species diversity
202203541.json,Distribution
202203541.json,Fauna
202203541.json,Host
202203541.json,Ichneutinae
202203541.json,Middle East
202203541.json,Species diversity
202203542.json,Distribution
202203542.json,Fauna
202203542.json,Host
202203542.json,Middle East
202203542.json,Pambolinae
202203542.json,Species diversity
202203543.json,Distribution
202203543.json,Fauna
202203543.json,Hormiini
202203543.json,Host
202203543.json,Lysitermini
202203543.json,Middle East
202203543.json,Species diversity
202203544.json,Biological control benefits
202203544.json,Biology
202203544.json,Braconidae
202203544.json,Distribution
202203544.json,Key to subfamilies
202203544.json,Middle East
202203544.json,Parasitoid wasps
202203544.json,Systematics
202203545.json,Dimethylsulfoniopropionate
202203545.json,Glucosylglycerate
202203545.json,Glucosylglycerol
202203545.json,Glutamate betaine
202203545.json,Glycerol
202203545.json,Glycine betaine
202203545.json,Homoserine betaine
202203545.json,Proline
202203545.json,Sucrose
202203545.json,Trehalose
202203546.json,Distribution
202203546.json,Hosts
202203546.json,Iran
202203546.json,New record
202203546.json,Rogadinae
202203546.json,Species diversity
202203546.json,Turkey
202203547.json,Distribution
202203547.json,Fauna
202203547.json,Hosts
202203547.json,Middle East
202203547.json,Opiinae
202203547.json,Species diversity
202203549.json,Braconinae
202203549.json,Distribution
202203549.json,Host
202203549.json,Identification key
202203549.json,Middle East
202203549.json,Species diversity
202203550.json,Distribution
202203550.json,Fauna
202203550.json,Gnamptodontinae
202203550.json,Host
202203550.json,Middle East
202203550.json,Species diversity
202203552.json,Earthquakes
202203552.json,Extreme temperature
202203552.json,Flooding
202203552.json,Mast structure
202203552.json,Overhead line equipment (OHLE)
202203552.json,Overhead wire
202203552.json,Vibration
202203553.json,Cyanobacteria
202203553.json,Environmental adaptation
202203553.json,Mycosporine-like amino acid
202203553.json,Scytonemin
202203553.json,Secondary metabolite
202203554.json,Cold weather
202203554.json,Earthquake
202203554.json,Extreme temperature
202203554.json,Flooding
202203554.json,Hot weather
202203555.json,Distribution
202203555.json,Fauna
202203555.json,Hosts
202203555.json,Macrocentrus
202203555.json,Middle East
202203555.json,Species diversity
202203556.json,Distribution
202203556.json,Fauna
202203556.json,Hosts
202203556.json,Middle East
202203556.json,Rhysipolinae
202203556.json,Species diversity
202203557.json,Brachistinae
202203557.json,Distribution
202203557.json,Fauna
202203557.json,Host
202203557.json,Middle East
202203557.json,Species diversity
202203558.json,Cheloninae
202203558.json,Distribution
202203558.json,Hosts
202203558.json,Iran
202203558.json,Middle East
202203558.json,Species diversity
202203558.json,Turkey
202203559.json,First-Order Moment Reliability Method (FORM)
202203559.json,Harsh environment
202203559.json,Mean Value First-Order Second Moment Reliability Method (MVFOSM)
202203559.json,Overhead line conductor
202203559.json,Reliability analysis
202203559.json,Weather-related effects
202203560.json,Distribution
202203560.json,Fauna
202203560.json,Host
202203560.json,Microtypus
202203560.json,Middle East
202203560.json,Species diversity
202203561.json,Distribution
202203561.json,Euphorinae
202203561.json,Hosts
202203561.json,Identification key
202203561.json,Middle East
202203561.json,New records
202203561.json,Species diversity
202203562.json,Agathidinae
202203562.json,Distribution
202203562.json,Fauna
202203562.json,Host
202203562.json,Identification key
202203562.json,Middle East
202203562.json,Species diversity
202203563.json,Distribution
202203563.json,Exothecinae
202203563.json,Host
202203563.json,Iran
202203563.json,Middle East
202203563.json,Species diversity
202203563.json,Turkey
202203564.json,Distribution
202203564.json,Doryctinae
202203564.json,Fauna
202203564.json,Hosts
202203564.json,Middle East
202203564.json,Species diversity
202203565.json,Distribution
202203565.json,Fauna
202203565.json,Hosts
202203565.json,Identification key
202203565.json,Middle East
202203565.json,Rhyssalinae
202203565.json,Species diversity
202203566.json,Distribution
202203566.json,Fauna
202203566.json,Homolobinae
202203566.json,Host
202203566.json,Middle East
202203566.json,Species diversity
202203567.json,Centistidea
202203567.json,Mirax
202203567.json,Faunistic list
202203567.json,Identification key
202203567.json,Iran
202203567.json,Middle East
202203567.json,Turkey
202203568.json,Dirrhope rufa
202203568.json,Distribution
202203568.json,Fauna
202203568.json,Host
202203568.json,Middle East
202203568.json,Species diversity
202203569.json,Sigalphus
202203569.json,Acampsis
202203569.json,Distribution
202203569.json,Fauna
202203569.json,Hosts
202203569.json,Iran
202203569.json,Middle East
202203569.json,Species diversity
202203570.json,Bioconversion
202203570.json,Biomass
202203570.json,Biorefinery
202203570.json,Design-synthesis
202203570.json,Energy efficiency
202203570.json,Fermentation
202203570.json,Modeling
202203570.json,Optimization
202203570.json,Renewable resources
202203570.json,Separation
202203571.json,Indigenous
202203571.json,Nepal
202203571.json,Prevalence
202203571.json,Under-five children
202203571.json,Undernutrition
202203573.json,Enterococcus lactis
202203573.json,flower
202203573.json,genome analysis
202203573.json,polyphasic taxonomy
202203573.json,probiotics
202203574.json,Cost of equity
202203574.json,Executive compensation
202203574.json,Incentives
202203575.json,DNA barcoding
202203575.json,DNA taxonomy
202203575.json,Identification of extremophilic fungi
202203577.json,anxiety
202203577.json,coping style
202203577.json,Fear of Cancer Scale
202203577.json,reliability
202203577.json,validity
202203578.json,early switching
202203578.json,HIV
202203578.json,Tenofovir disoproxil fumarate
202203579.json,flexor digitorum longus
202203579.json,flexor hallucis longus
202203579.json,musculotendinous junction
202203579.json,tendinous interconnection
202203580.json,NBUVB
202203580.json,psoriasis
202203580.json,sampling techniques
202203580.json,skin microbiome
202203581.json,correlation
202203581.json,GDM
202203581.json,HCPC
202203581.json,ICA
202203581.json,MEG
202203582.json,preschoolers
202203582.json,resilience
202203582.json,Teachers' roles
202203583.json,appium
202203583.json,boundary value testing
202203583.json,robot framework
202203583.json,software testing
202203583.json,test automation
202203583.json,test script
202203585.json,Mental health
202203585.json,Natural language processing
202203585.json,Usability
202203585.json,User experience
202203586.json,Embryo selection
202203586.json,Marfan syndrome
202203586.json,mini-sequencing
202203586.json,multiplex fluorescent PCR
202203586.json,pre-implantation genetic testing for monogenic disease (PGT-M)
202203587.json,E-learning
202203587.json,Engagement
202203587.json,Usability
202203587.json,User experience
202203587.json,Virtual reality
202203588.json,COVID-19 pandemic
202203588.json,Health information-seeking Behaviour
202203588.json,Social media
202203589.json,COVID-19 Pandemic
202203589.json,hazard rate
202203589.json,survival analysis
202203589.json,Thailand
202203589.json,tourism enterprises
202203590.json,class Diagram
202203590.json,driver
202203590.json,requirements traceability matrix
202203590.json,sequence diagram
202203590.json,software testing
202203590.json,stub
202203591.json,blockchain
202203591.json,federated learning
202203591.json,local differential privacy
202203591.json,privacy protection
202203592.json,complexity theory
202203592.json,fsQCA
202203592.json,Green practices in the workplace
202203592.json,hospitality and tourism employees
202203592.json,IGSCA
202203592.json,moral norms
202203592.json,past green behavior
202203592.json,perceived organizational support
202203592.json,psychological ownership
202203592.json,social norms
202203593.json,glaucoma
202203593.json,minimum distance band
202203593.json,optic nerve
202203593.json,optical coherence tomography
202203593.json,reproducibility
202203594.json,DNA barcode
202203594.json,matK
202203594.json,morpho-anatomy
202203594.json,Pluchea indica L. (Less.)
202203594.json,rbcL
202203595.json,deep learning
202203595.json,detection
202203595.json,Lymph node
202203595.json,mediastinal lymph node
202203595.json,segmentation
202203595.json,UNet++
202203596.json,energy shortage
202203596.json,Energy trading
202203596.json,solar energy
202203596.json,transmission and distribution losses
202203597.json,Cost-effectiveness
202203597.json,cryotherapy
202203597.json,cutaneous wart
202203599.json,Built-in electric field
202203599.json,CdS
202203599.json,CN-CoO
202203599.json,P-n type heterojunction
202203599.json,Photocatalytic hydrogen evolution
202203600.json,middle class spectatorship
202203600.json,social realist media
202203600.json,Thai Muslims
202203600.json,Thai postcolonial studies
202203600.json,visual culture
